"","Ind_Biomass","Ind_Coal","Ind_Briquette","Ind_Gas","Ind_Kerosene","Ind_Gasoil_CN_48","Ind_MDF","Ind_BioGasoil","Ind_Fuel_Oil","Ind_Total_Fuel","Ind_Other_Petroleum_Product","Ind_LPG","Ind_Electricity","Ind_Total","RT_Biomass","RT_Gas","RT_Kerosene","RT_LPG","RT_Electricity","RT_Total","Kom_Biomass","Kom_Gas","Kom_Kerosene","Kom_Gasoil_CN_48","Kom_MDF","Kom_Total_Fuel","Kom_LPG","Kom_Total"
"2022",6212.9374108091,87812.6554663327,27.4918714411937,110284.39432132,-65.0708297166759,-21028.8057655374,-221.700546244638,23675.1670268136,-4997.05455941199,3161.60415552849,-26786.0065082581,1049.33129841017,62556.4881342524,215012.178575929,-27754.922995593,571.33785773892,-890.763179116075,67849.5877511118,70715.0503249876,110659.12583018,1316.15263328776,867.200065831233,-151.720543179335,-3372.08619563161,-1.50204676853711,-141.594761116674,1300.63262908367,37617.9295562112
"2023",-23163.2386384463,59470.1903134864,106.007031689456,96261.8771328318,-75.6645042596806,-2990.68472080072,-313.885126570581,14857.4822356143,6546.60566936777,18263.6814827687,29711.4022803767,1196.90965068488,60132.3822933163,247008.358450994,24197.853217842,483.116962302978,-1054.5652267353,70646.1486566472,73133.0525997277,163330.236403812,1306.78944868575,302.652799612425,191.979898456333,-799.445025053807,-2.0438180552736,885.732140739405,1177.45429123621,40852.5974767053
"2024",12819.1962214812,80804.9435732356,-11.5841599527032,104377.734778622,511.881815369578,-6438.85483952019,1078.31934379096,15182.6126957132,1954.37124888061,13768.337136655,-15281.9006064822,1181.08368927747,62977.7343991959,308132.944806558,12808.2445037273,598.526916330665,7707.61125778213,68679.2936267848,68487.0279357842,155556.86385177,1307.84293263629,665.06985203137,523.316689755775,-382.056078663056,5.21958155921887,1042.90428158655,1701.89401946822,41607.0842695376
