,Ind_Biomass,Ind_Coal,Ind_Briquette,Ind_Gas,Ind_Kerosene,Ind_Gasoil CN 48,Ind_MDF,Ind_Fuel Oil,Ind_Total Fuel,Ind_LPG,Ind_Electricity,Ind_Total,RT_Biomass,RT_Gas,RT_Kerosene,RT_LPG,RT_Electricity,RT_Total,Kom_Biomass,Kom_Gas,Kom_Kerosene,Kom_Gasoil CN 48,Kom_MDF,Kom_Total Fuel,Kom_LPG,Kom_Electricity,Kom_Total
2002,-0.12789217917911744,0.00851922436913466,0.21509637741969062,-0.10880718079545215,1.4246801420729995,-0.07495591467944318,1.9449657439950643,-0.16948364558373208,-0.13190216034379576,0.18482215513807598,-0.014727322976406027,-0.4385284724496115,1.3843622825708521,0.0844786915855433,1.424708753132011,0.017024188852435406,0.02478395873698891,1.370331160472899,-0.14135370727076935,0.03716184808636491,1.4213535944131086,-0.041849459614876516,1.93037292260655,-0.21414564762556476,0.45317874513131085,-0.05202329834275554,0.030551298317618603
2003,-0.09475466345008488,0.3318333078642447,-0.19717167930138307,0.756262179009928,1.4398082463356547,-0.05634441205495566,1.59187317977398,-0.7567350965177704,-0.4051642543723003,-0.5066079491645301,-0.05644775169694197,-0.16659204490979979,1.429435175287424,0.0219376949921698,1.4400153651553214,0.04122613645900821,0.06642006381009025,1.4530953218018536,-0.14135370727076935,-0.01311594638342295,1.436791264046451,-0.0947361393479621,1.5846757659793027,0.02810414229466751,-1.0702732065867129,0.13646312429607188,0.06525028945319211
2004,-0.14417259185991382,-0.5055136404288536,0.16132228306476798,-0.38890726262143893,1.4591722197918535,0.3561680707727286,1.4081020235791664,0.6938823054433607,0.32004429430408876,0.5177030558431919,0.13908243697560435,-0.14341570925990715,1.4645533186923603,0.13737405781089562,1.459077953216014,0.03316095449370433,0.10614907249233618,1.5228660741345448,-0.14135370727076935,0.03497585702246098,1.45590456930678,0.37020675813159953,1.3772574720029542,0.4033538168769879,1.0991995094674347,0.02213386562656572,0.3050071669788743
2005,-0.13294931009358835,0.27746970989975206,0.19717167930138307,0.09658346203646562,1.3617472283403538,-0.1948471353529404,1.0305560393805466,-1.4973661197005554,-0.5595286264007632,0.04054357452799717,-0.06309560025388083,-0.24126882895588245,1.479324138851523,0.0,1.361503349922299,0.002566352916658511,0.09624111078436082,1.518144952009843,-0.14135370727076935,0.0349758570224612,1.3581326616289435,-0.2028089196720937,1.0315603153757065,-0.5569370170224945,0.11570521152288787,-0.0415663539522515,0.08325734607748381
2006,0.12225835789720696,0.15347692058305756,-0.2509457736563057,-0.27599870250553726,1.085205482419016,-0.31244378720972016,0.20951393831661974,0.08396007165909974,-0.3961005549205925,0.35519872088488036,-0.029786994047622306,0.07777996386049676,1.519408135211685,0.01769793967322375,1.0854996914333717,0.030181050803899413,0.09437066715228459,1.5036099521157176,-0.14135370727076935,0.03497585702246098,1.0809897353541738,-0.3242183409723946,0.20188713947031253,-0.20424982287392124,-0.26676479323332486,-0.019955335545211228,-0.004046529578492497
2007,-0.20264012295879585,0.11377209974534436,-0.08962349059153775,-0.2510687497733939,1.0597902672577553,-0.07903514813138574,-0.23694622945505525,-0.3592928206193877,-0.26937765140634384,-0.21803936708692961,0.025921056313883528,0.30745699660229,1.5589275682428307,0.01695954167460828,1.0599348222757052,0.08979309609535917,0.12961588048199668,1.5946876929295697,-0.14135370727076935,0.14864739234545932,1.0552602859652693,-0.0823192667149768,-0.21294944848238445,0.3463538663075214,0.308547230727701,0.05533466406641496,0.1720786703253948
2008,0.09435541627262678,-0.7225872848289857,1.2726535663998362,0.8447233016078568,0.6507263279955575,-0.23532077975893245,-0.443318273810925,2.130428187014698,0.4897775480115343,-0.14247112693217723,-0.0037747893699719426,-0.20428193713105378,-0.3213448381958783,-0.004175623144184293,0.6506949815574871,0.25785173032172204,0.10245433180407526,-0.6961439097019365,-0.14135370727076935,0.18143725830401658,0.6435890957427997,-0.24465837928697012,-0.42036774245873293,-0.3459580333174556,-0.9417118604501709,-0.011328356423045638,0.032675726346327205
2009,0.012687188083672418,0.1953829376613992,-0.017924698118307658,-0.0905520218593342,0.011110079770493948,0.13659058261738682,-0.5022287855749883,-0.4055724876791522,-0.09384588190060089,-1.264663737247941,-0.09938831896759287,-0.38015676211416766,-0.38287071935806993,-0.004217592369787193,0.010927063190044573,0.5040759675544453,0.16781176301455702,-0.8198015224375641,-0.1413537072707694,-0.05902175872540305,0.040784852917040405,0.14210420902194318,-0.48950717378418246,0.20860398576464428,-0.04821050480120315,-0.002004247674846471,0.1355587408794997
2010,-0.05341040018441123,0.7894560571118592,-2.903801095165823,-0.2711735503638321,-0.38524625191107337,-0.2669985770341733,-0.5370563837248119,-0.6316549152751637,-0.5054279110399488,0.27457343325353095,0.16072358746775062,0.12157008532815106,-0.38304354486695247,0.02068026466573397,-0.38551014952978474,0.6689025511703639,0.16811213569667732,-0.8089966219480864,-0.14135370727076935,1.3837323434511142,-0.39808604094512823,0.09105706597522573,-0.5586466051096319,0.08787492379459402,0.041782437494376046,-0.03485648130167868,0.11734935777628336
2011,0.018054844580610796,-0.5698004690132603,1.702846321239217,0.45139298285652124,-0.5619425096988866,0.5632529064814966,-0.5007467601218043,0.1519724202097671,0.5413449312274613,-0.121802097997985,-0.033871613408633594,0.4183042849160622,-0.41673299739845965,-0.09518548529543053,-0.5618794759303037,0.762872916504631,0.17742150955273822,-0.7970217640807672,-0.2827074145415387,-0.07869567830053736,-0.501738965626143,0.21660544481985516,-0.5586466051096319,0.2675831012844394,0.2539086586196707,0.1345460178244795,0.3151234909251057
