sample_idx,Biomass_t+1,Biomass_t+2,Biomass_t+3,Biomass_t+4,Biomass_t+5,Coal_t+1,Coal_t+2,Coal_t+3,Coal_t+4,Coal_t+5,Briquette_t+1,Briquette_t+2,Briquette_t+3,Briquette_t+4,Briquette_t+5,Gas_t+1,Gas_t+2,Gas_t+3,Gas_t+4,Gas_t+5,Kerosene_t+1,Kerosene_t+2,Kerosene_t+3,Kerosene_t+4,Kerosene_t+5,Gasoil CN 48_t+1,Gasoil CN 48_t+2,Gasoil CN 48_t+3,Gasoil CN 48_t+4,Gasoil CN 48_t+5,MDF_t+1,MDF_t+2,MDF_t+3,MDF_t+4,MDF_t+5,Fuel Oil_t+1,Fuel Oil_t+2,Fuel Oil_t+3,Fuel Oil_t+4,Fuel Oil_t+5,Total Fuel_t+1,Total Fuel_t+2,Total Fuel_t+3,Total Fuel_t+4,Total Fuel_t+5,LPG_t+1,LPG_t+2,LPG_t+3,LPG_t+4,LPG_t+5,Electricity_t+1,Electricity_t+2,Electricity_t+3,Electricity_t+4,Electricity_t+5,Total_t+1,Total_t+2,Total_t+3,Total_t+4,Total_t+5
0,6.45833828334479,11.638826570856713,5.241747015059643,11.566399878986052,5.187385805840755,7.6251071482389,5.459585514144159,8.945071894361302,10.024775549743328,6.899723107284872,10.908503192466654,12.604657472024329,7.177782416195197,11.383055930978685,-4.440892098500626e-16,11.602967245644887,5.181783550292085,8.217978203150732,5.71042701737487,9.001962272862446,10.157237900443238,6.9411900550683745,11.026678626178281,12.566721682290877,8.417372856134026,12.60884078675708,-4.440892098500626e-16,11.56643779547499,5.147494476813453,7.30854279753919,5.869296913133774,9.599133945796375,10.368101684497425,6.9650803456014065,11.150764069371197,13.145525062625621,9.925884849978166,12.665883883378452,1.3862943611198904,11.688499307056802,5.14166355650266,7.1929342212158,5.60947179518496,9.289151552400472,10.256044027211113,6.981934677156389,11.166271570741877,13.229673990385768,10.880835753711198,12.744531918648612,-4.440892098500626e-16,11.36110207490206,5.170483995038151,7.566311014772463,5.556828061699537,9.357639058997062,10.32855919028321,7.00397413672268,11.195636055765789,13.281486246812419
