sample_idx,Biomass_t+1,Biomass_t+2,Biomass_t+3,Biomass_t+4,Biomass_t+5,Gas_t+1,Gas_t+2,Gas_t+3,Gas_t+4,Gas_t+5,Kerosene_t+1,Kerosene_t+2,Kerosene_t+3,Kerosene_t+4,Kerosene_t+5,LPG_t+1,LPG_t+2,LPG_t+3,LPG_t+4,LPG_t+5,Electricity_t+1,Electricity_t+2,Electricity_t+3,Electricity_t+4,Electricity_t+5,Total_t+1,Total_t+2,Total_t+3,Total_t+4,Total_t+5
0,9.86837837542256,6.003887067106539,7.889084407035514,11.09111753752189,11.136528747609411,11.972613571688433,9.784140794903562,6.315358001522335,7.885329239273191,11.154806621967923,11.15820575117978,11.99024601017882,9.770984202723035,6.593044534142437,7.8628820346414905,11.155149915587463,11.177536641245258,11.998125541097247,9.655410734676707,6.926577033222725,7.844632644464681,11.188039843520903,11.23178196935803,12.029490586263426,9.618734519590227,7.029087564149662,7.872073979866873,11.247539640183605,11.33201491224167,12.07536583145372
