sample_idx,Biomass_t+1,Biomass_t+2,Biomass_t+3,Biomass_t+4,Biomass_t+5,Gas_t+1,Gas_t+2,Gas_t+3,Gas_t+4,Gas_t+5,Kerosene_t+1,Kerosene_t+2,Kerosene_t+3,Kerosene_t+4,Kerosene_t+5,Gasoil CN 48_t+1,Gasoil CN 48_t+2,Gasoil CN 48_t+3,Gasoil CN 48_t+4,Gasoil CN 48_t+5,MDF_t+1,MDF_t+2,MDF_t+3,MDF_t+4,MDF_t+5,Total Fuel_t+1,Total Fuel_t+2,Total Fuel_t+3,Total Fuel_t+4,Total Fuel_t+5,LPG_t+1,LPG_t+2,LPG_t+3,LPG_t+4,LPG_t+5,Electricity_t+1,Electricity_t+2,Electricity_t+3,Electricity_t+4,Electricity_t+5,Total_t+1,Total_t+2,Total_t+3,Total_t+4,Total_t+5
0,7.1808311990445555,6.597145701886651,4.997212273764115,5.69035945432406,1.0986122886681098,7.71289096149013,7.222566018822171,10.51058652847062,10.673040064298478,7.176254532017144,6.553933404025811,4.997212273764115,6.282266746896006,1.0986122886681098,7.872073979866873,7.545918151209323,10.530147648073713,10.690625861516315,7.170888478512505,6.650279048587422,4.955827057601261,5.375278407684165,1.0986122886681098,7.8351837552667485,7.569927655242652,10.580022511040418,10.73234500024852,7.166265974133638,5.902633333401366,4.955827057601261,5.2574953720277815,0.6931471805599452,7.870547844507712,7.5766097669730375,10.616216747823795,10.783798713077552,7.160845906664299,6.285998094508865,4.983606621708336,5.631211781821365,0.6931471805599452,7.945201132412759,7.60887062919126,10.813961399088718,10.974403137513908
